type,label,severity,center_lat,center_lng,active,type_enc,active_enc,severity_enc,lat_scaled,lng_scaled,nearby_events,nearby_fatalities,nearby_population
road_closure,Accident (Saadiyat Highway),medium,33.6706,35.4526,False,3,0,0,0.7444654789338685,-0.2483792993458324,308,393,19490.72077922078
strike,An Israeli drone targeted a kiosk in Marj Harouf near Al-Rimal Cooperative.,high,33.155,35.368,False,4,0,1,-0.9630670144403364,-0.6528768238186142,7906,1076,2766.5246648115353
strike,Israeli strike on Marj Harouf.,high,33.155,35.368,False,4,0,1,-0.9630670144403364,-0.6528768238186142,7906,1076,2766.5246648115353
strike,Israeli strike hits a Beirut hotel and a residential complex in Lebanon's east.,high,33.8938,35.5018,False,4,0,1,1.4836455652820466,-0.0131396042623265,416,291,39255.033653846156
strike,"Israeli airstrike hit Comfort Hotel in Hazmieh, a Christian-majority suburb in Beirut.",high,33.858,35.54,False,4,0,1,1.3650853184573768,0.1695058500504361,421,295,38910.32779097387
strike,Toulene Strike Zone,medium,33.26011,35.46696,False,4,0,0,-0.6149701556766501,-0.1797199086669799,6466,1299,3673.2310547479124
strike,Adchit Strike Zone,medium,33.26011,35.46696,False,4,0,0,-0.6149701556766501,-0.1797199086669799,6466,1299,3673.2310547479124
strike,"Ansar, Sinai and Al-Duwayr Strike",high,33.38545,35.42304,False,4,0,1,-0.1998768222407977,-0.3897143681805222,4357,1415,4394.252926325454
strike,Kafr Rumman / Kafrman Strike Zone,high,33.38876,35.49082,False,4,0,1,-0.1889149670176267,-0.065638219140729,4957,1290,3418.396207383498
strike,Strike Zone: Al-Jurn-Al-Jamijmah area,high,33.20339,35.44052,False,4,0,1,-0.8028119769027606,-0.3061373383012753,7228,1231,3346.4641671278364
strike,Strike Zone: Sarbin and Zrarieh,high,33.33371,35.33237,False,4,0,1,-0.3712261845510642,-0.8232343509695367,3497,1406,4668.045753503003
hospital_status,Jabal Amel Tyre Hospital,medium,33.273,35.205,False,2,0,0,-0.5722818433422756,-1.4322278461480369,4601,967,2740.6133449250165
strike,Kafr Remman and University District Strike Zone,high,33.376,35.48138,False,4,0,1,-0.2311727533160268,-0.1107736403112071,5087,1324,3445.188912915274
strike,"Strike Zone Abbasiya, Tyre",high,33.29598,35.28414,False,4,0,1,-0.496178087140309,-1.053836190275945,3953,1319,3562.035416139641
strike,Strike Zone: Zawtar al-Gharbiya and Jebchit,high,33.35637,35.44275,False,4,0,1,-0.2961821847453026,-0.2954750513086835,5029,1371,3888.531517200239
strike,Al-Halousiya (Tyre) Strike Zone,high,33.30301,35.32894,False,4,0,1,-0.4728965638113306,-0.8396341915007364,4264,1496,4142.196060037523
strike,Strike Zone Harouf,high,33.37486,35.4364,False,4,0,1,-0.2349481354774808,-0.3258362721172104,4684,1402,3989.0602049530316
strike,Kafr Rumman Southern Lebanon Strike Zone,high,33.38346,35.50369,False,4,0,1,-0.2064671823296524,-0.0041029574390171,5205,1131,3266.1746397694524
strike,Haboush/Nabatieh Strike Zone,high,33.40439,35.48481,False,4,0,1,-0.13715249054082,-0.0943737997799734,4556,1280,3552.556189640035
strike,Lybia,critical,33.486,35.436,False,4,0,2,0.1331185078770722,-0.327748789963413,1605,993,5649.446728971962
strike,Tripoli,critical,34.437,35.849,False,4,0,2,3.2825820478283374,1.6469258862454297,72,33,28990.875
strike,Strike on Loubiyeh,critical,33.456,35.485,False,4,0,2,0.033766345733519,-0.0934653538030424,2512,1090,5380.474522292993
strike,Strike Zone - Zibqin and Jabal al-Batoum,high,33.16371,35.2807,False,4,0,1,-0.9342217700313168,-1.070283843753315,6924,1031,2810.925765453495
strike,Haboush and Kafr Tebnit Area Strikes,high,33.40439,35.47623,False,4,0,1,-0.13715249054082,-0.135397307581126,4558,1329,3914.4883720930234
strike,Strike Zone - Zahle road,high,33.834715,35.909675,False,4,0,1,1.2879714819402923,1.9370309370419887,226,127,6140.41592920354
strike,"Strike Zone: Jebchit, Kafr Remman, and the university district in Nabatieh",high,33.376,35.48138,False,4,0,1,-0.2311727533160268,-0.1107736403112071,5087,1324,3445.188912915274
strike,Al-Sawana Southern Lebanon Strike Zone,high,33.23483,35.43743,False,4,0,1,-0.6986909109762847,-0.3209115386632266,7619,1460,3707.333902086888
strike,Tripoli Strike,critical,34.4367,35.8497,False,4,0,2,3.2815885262069155,1.6502727924763012,72,33,28990.875
road_closure,Tyre Roundabout - Heavy Traffic,medium,33.8698,35.5147,False,3,0,0,1.404163835567185,0.0485390962778284,421,295,38910.32779097387
strike,Strike Zone: Toulene and Adchit,high,33.26011,35.46696,False,4,0,1,-0.6149701556766501,-0.1797199086669799,6466,1299,3673.2310547479124
strike,Rmeen Southern Lebanon Strike Zone,high,33.46083,35.43949,False,4,0,1,0.0497620438386287,-0.3110620717552591,1967,1098,5210.78139298424
strike,"Strike Zone: Louaizeh, Jezzine district",high,33.45566,35.53442,False,4,0,1,0.032640354562554,0.1428262260958375,3281,942,4410.558061566596
strike,Al-Kafour/Harouf/Qounine Strike Zone,high,33.14649,35.43142,False,4,0,1,-0.9912499111017335,-0.349647119302471,7439,1028,2645.5170049737867
strike,"Strike Zone Deir Siryan, Taybeh, Beit Leef, Yater and Qabrikha",high,33.28821,35.50481,False,4,0,1,-0.5219102971354967,0.0012520925303638,6259,1047,3431.208979070139
strike,Qaaqaiyat al-Jisr,critical,33.456,35.419,False,4,0,2,0.033766345733519,-0.4090307984272303,1986,1120,5212.611278952669
strike,Strike Zone: outskirts of Jebchit,high,33.36052,35.43057,False,4,0,1,-0.2824384689820992,-0.3537112197256601,4852,1366,4000.541014014839
strike,"Majdal Selm, Al-Kafour, Safad Al-Batikh, Al-Jamijmah, and Al-Qatrani Strike Zone",high,33.39665,35.45717,False,4,0,1,-0.1627853483738562,-0.2265287829529108,4241,1328,4301.232256543268
strike,Birj al-Barajneh Strike Zone,high,33.85877,35.50738,False,4,0,1,1.3676353572857378,0.0135400196922381,421,295,38910.32779097387
strike,Al-Jurn-Al-Jamijmah Airstrike,high,33.20339,35.44052,False,4,0,1,-0.8028119769027606,-0.3061373383012753,7228,1231,3346.4641671278364
strike,Khiam Artillery Fire Zone,high,33.32195,35.60892,False,4,0,1,-0.4101722321113528,0.499032674951917,4949,667,3347.7631844817133
strike,Tyre City Strike,high,33.26727,35.21496,False,4,0,1,-0.5912581063116973,-1.3846061517774817,5231,1019,2526.950296310457
strike,Kafrman Strike,high,33.38733,35.49906,False,4,0,1,-0.1936507534131342,-0.0262403515088589,5204,1229,3340.735972328978
strike,"Strike Zone: Zahle, Bekaa Valley",high,33.83195,35.91328,False,4,0,1,1.2788145243293811,1.9542675041309323,226,128,6112.769911504425
strike,Al-Housh Area Strike,high,33.24245,35.23676,False,4,0,1,-0.6734554617918312,-1.2803739291591982,5901,1044,2562.9747500423655
strike,Strike Zone: Al Wardieh in Aishieh - Jezzine district,high,33.40166,35.58077,False,4,0,1,-0.146193537295884,0.3644392315251069,4433,723,3436.527633656666
border_status,Abboudiyeh Border Crossing Status,medium,34.6333,36.35,False,0,0,0,3.932676362121119,4.042354488619878,12,29,5265.25
strike,Rocket attack on Marj Harouf.,high,33.155,35.368,False,4,0,1,-0.9630670144403364,-0.6528768238186142,7906,1076,2766.5246648115353
strike,Shelling renewed on the town of Khiam and machine gun fire towards Tal Nahas.,high,33.398,35.608,False,4,0,1,-0.1583145010773881,0.4946338839056373,4101,611,3557.8995366983663
strike,Israeli air attack targets a hotel in Beirut's Hazmiyeh suburb.,high,33.858,35.54,False,4,0,1,1.3650853184573768,0.1695058500504361,421,295,38910.32779097387
strike,Nabatieh Strike Zone - Rabsalim,high,33.41656,35.50644,False,4,0,1,-0.0968486300979186,0.0090456027536516,4419,1138,3645.2984838198686
strike,Brital - Bekaa Valley,high,33.93299,36.14502,False,4,0,1,1.6134326064289268,3.0622847183310413,266,263,4443.830827067669
strike,Al-Majadel Strike Debris Removal,medium,33.22852,35.36018,False,4,0,0,-0.7195879824138134,-0.6902665477119749,8678,1511,3030.4464162249365
strike,Tyre strike (Qa'qaiyat al-Jisr),critical,33.27,35.2,False,4,0,2,-0.5822170595566333,-1.456134319225604,4819,970,2626.9827765096493
strike,Tyre strike (Lebbaya),critical,33.35,35.53,False,4,0,2,-0.317277960507111,0.1216929038952674,5118,885,3212.750097694412
strike,Strike Zone - Qaaqaiet El Jisr,critical,33.4,35.58,False,4,0,2,-0.1516910236011654,0.3607576346711447,4433,723,3436.527633656666
strike,"Strike Zone Mount Rihan, Jezzine",high,33.4339,35.57974,False,4,0,1,-0.039423080378919,0.3595144980711232,3860,658,3687.0492227979275
strike,"Al-Abbasiya, Tyre District",high,33.29541,35.2771,False,4,0,1,-0.4980657782210477,-1.087496504369207,3761,1278,3649.55490561021
strike,Strike Zone: Beirut Southern Suburbs,critical,33.85877,35.50738,False,4,0,2,1.3676353572857378,0.0135400196922381,421,295,38910.32779097387
strike,Tyre Airstrike (South Lebanon),high,33.26727,35.21496,False,4,0,1,-0.5912581063116973,-1.3846061517774817,5231,1019,2526.950296310457
strike,"Shaqra, Yater, Beit Leef Strike Zone",high,33.15367,35.33649,False,4,0,1,-0.9674716269620444,-0.8035354171536015,8097,1161,2736.7912807212547
strike,Airstrikes on Bint Jbeil,medium,33.11817,35.4328,False,4,0,0,-1.0850383521652691,-0.3430489327330683,6541,843,2534.6595321816235
strike,"Arida, Tripoli (Wassim Atalla Ali)",critical,34.54,35.91,False,4,0,2,3.6236911378546095,1.938584857792016,68,9,32018.352941176472
strike,Israeli airstrikes on Arnoun and Yehmor esh-Shaqif.,high,33.489,35.534,False,4,0,1,0.1430537240914298,0.1408180823573281,2355,919,5332.500212314225
strike,Strike in Loubieh - 3 Martyrs and Injured,critical,33.486,35.467,False,4,0,2,0.1331185078770722,-0.1795286568823664,1810,1056,5494.022651933702
strike,Artillery Shelling in Qawzah and Beit Leef,high,33.111,35.405,False,4,0,1,-1.10878351891759,-0.4759689230444596,6532,886,2477.7977648499696
strike,Strike Zone: Al-Kafour,high,33.3965,35.45391,False,4,0,1,-0.163282109184567,-0.2421158033994863,4223,1333,4354.757044754913
strike,Qaqaiyat al-Jisr Incident,high,33.32897,35.42301,False,4,0,1,-0.3869238261697663,-0.3898578070189993,5267,1412,4095.7134991456237
strike,Strike in Qa'qaiet El Jisr - 2 Martyrs,critical,33.398,35.589,False,4,0,2,-0.1583145010773881,0.4037892862108067,4402,637,3440.005906406179
strike,Al-Housh South of Tyre Strike Zone,high,33.24245,35.23676,False,4,0,1,-0.6734554617918312,-1.2803739291591982,5901,1044,2562.9747500423655
road_closure,Hezbollah targets rescue teams with continued shelling at Jabal Balat/Marouhine,critical,33.15,35.32,False,3,0,2,-0.9796257081309402,-0.8823789653634782,7870,1150,2771.869758576874
strike,Strike Zone - Al-Adisa and Deir Siryan,high,33.28549,35.50867,False,4,0,1,-0.5309182265031691,0.0197078897462773,6210,1034,3429.4919484702095
strike,Strike Zone: Zibqin and Jabal al-Batoum,high,33.16371,35.2807,False,4,0,1,-0.9342217700313168,-1.070283843753315,6924,1031,2810.925765453495
road_closure,Traffic Jam: Zouk Mosbeh,high,34.0264,35.6325,False,3,0,1,1.922782121956651,0.6117756019858396,100,102,17733.62
border_status,Masnaa Border Crossing Status,medium,33.7167,36.0167,False,0,0,0,0.8971366347611679,2.448748993267784,185,120,6597.735135135135
road_closure,Charles Malik Avenue Ashrafieh Heavy Traffic (Both Directions),medium,33.8906,35.5204,False,3,0,0,1.4730480013200666,0.0757924755863014,417,291,39202.12709832134
strike,Beirut strikes,critical,33.893,35.502,False,4,0,2,1.4809961742915574,-0.0121833453392251,416,291,39255.033653846156
strike,Marj Harouf,critical,33.22,35.38,False,4,0,2,-0.7478039964626023,-0.5955012884323982,8633,1503,3036.891231321673
strike,Zahle Road Strike Zone,high,33.83808,35.90607,False,4,0,1,1.2991154827940474,1.919794369953046,226,127,6140.41592920354
strike,Strike on Beit Yahoun,critical,33.09,35.41,False,4,0,2,-1.17833003241807,-0.4520624499668923,5998,759,2474.5413471157053
strike,Qa'qaiyat al-Jisr,critical,33.473,35.467,False,4,0,2,0.0900659042815301,-0.1795286568823664,1918,1065,5373.554223149114
strike,Strike Zone: Zawtar al-Gharbiya,high,33.35637,35.44275,False,4,0,1,-0.2961821847453026,-0.2954750513086835,5029,1371,3888.531517200239
strike,Strike in Beit Yahoun,high,33.15,35.367,False,4,0,1,-0.9796257081309402,-0.6576581184341549,7635,1054,2786.502815979044
strike,Beit Yahoun Airstrike,high,33.136,35.385,False,4,0,1,-1.0259900504645936,-0.5715948153548309,7636,1040,2686.5881351492926
strike,Strike Zone: Al-Housh area south of Tyre,high,33.24245,35.23676,False,4,0,1,-0.6734554617918312,-1.2803739291591982,5901,1044,2562.9747500423655
strike,Strike Zone - Al-Jurn-Al-Jamijmah area,high,33.20339,35.44052,False,4,0,1,-0.8028119769027606,-0.3061373383012753,7228,1231,3346.4641671278364
strike,Al-Majadel Airstrike (Tyre),medium,33.22852,35.36018,False,4,0,0,-0.7195879824138134,-0.6902665477119749,8678,1511,3030.4464162249365
evacuation,Southern Suburbs (Dahiyeh) Evacuation Warning,high,33.856,35.493,False,1,0,1,1.358461840981154,-0.0552149968788871,421,295,38910.32779097387
strike,Strike Zone - Lebbaya,critical,33.566,35.696,False,4,0,2,0.398057606926618,0.9153878100712098,426,98,3386.981220657277
strike,Qa'qa'iyat al-Jisr Airstrike,critical,33.367,35.59,False,4,0,2,-0.2609784019590998,0.4085705808263473,4865,680,3389.2536485097635
strike,"Airstrikes in Labaya, Western Beqaa",critical,33.606,35.794,False,4,0,2,0.5305271564513792,1.383954682391951,154,93,5968.272727272727
road_closure,Heavy traffic Airport tunnels to Naameh,medium,33.805,35.474,False,3,0,0,1.1895631653370735,-0.1460595945737517,422,332,38369.260663507106
strike,Strike Zone Al-Sawana,high,33.23483,35.43743,False,4,0,1,-0.6986909109762847,-0.3209115386632266,7619,1460,3707.333902086888
strike,Zahrani Airstrike,high,33.41069,35.45237,False,4,0,1,-0.1162885364906594,-0.2494789971073768,3812,1316,4423.2791185729275
strike,Shemstar outskirts strike,high,34.02,36.03,False,4,0,1,1.901586994032691,2.512340211654176,259,253,4463.795366795367
strike,Strike Zone: Al-Adisa and Deir Siryan,high,33.28549,35.50867,False,4,0,1,-0.5309182265031691,0.0197078897462773,6210,1034,3429.4919484702095
strike,"Strike Zone: Kafr Rumman, Al-Kafour, Harouf and Qounine",high,33.14649,35.43142,False,4,0,1,-0.9912499111017335,-0.349647119302471,7439,1028,2645.5170049737867
strike,Strike Zone: Toul,high,33.38518,35.44687,False,4,0,1,-0.2007709917000913,-0.2757761174927485,4327,1343,4044.483013635313
strike,Strike Zone: Brital (Bekaa Valley),high,33.93299,36.14502,False,4,0,1,1.6134326064289268,3.0622847183310413,266,263,4443.830827067669
strike,Markaba airstrikes,high,33.208,35.539,False,4,0,1,-0.787544861320033,0.1647245554349294,5800,878,3252.66
strike,Kfarmen Universities Quarter Strike,high,33.475,35.483,False,4,0,1,0.0966893817577764,-0.1030279430340897,1921,1074,5315.809994794378
strike,Strike Zone - Al-Kharaib,high,33.34045,35.29615,False,4,0,1,-0.3489050654561629,-0.9964128419435926,2849,1292,5076.586872586872
strike,Lubaya Strike,critical,33.5686,35.5971,False,4,0,2,0.4066681276457312,0.4425177725964956,648,309,3532.0771604938273
strike,Strike in Qaaqaiet El Jisr,critical,33.45,35.45,False,4,0,2,0.0138959133048036,-0.2608106653461498,2243,1130,4769.747213553277
strike,Tyre Strike (Qaqaiyat al-Jisr),critical,33.26,35.25,False,4,0,2,-0.6153344469378412,-1.217069588449727,5739,1186,2732.375849451124
strike,"Al-Haniyah and Al-Qalilah Area, Tyre District Strike Zone",high,33.19534,35.23006,False,4,0,1,-0.8294714737446102,-1.312408603083144,6069,978,2550.2011863568955
road_closure,Active Traffic: Jounieh Highway towards Zouk Mikael,medium,33.9881,35.623,False,3,0,0,1.795942528286691,0.5663533031384073,367,316,41669.76294277929
strike,Strike Zone Deir Antar,high,33.21315,35.37409,False,4,0,1,-0.7704894068187182,-0.623758739610109,8547,1439,3001.258804258804
strike,Airstrike - Qalila,high,33.19821,35.23487,False,4,0,1,-0.8199667835662034,-1.2894105759825074,6069,978,2550.2011863568955
strike,Qa'qaiya al-Jisr Airstrike,critical,33.376,35.483,False,4,0,2,-0.2311727533160268,-0.1030279430340897,5149,1326,3417.136142940377
strike,Beit Yahoun Air Raid,critical,33.155,35.419,False,4,0,2,-0.9630670144403364,-0.4090307984272303,7700,1076,2700.7936363636363
strike,Strike in Qaaqaiyat al-Jisr,high,33.45,35.533,False,4,0,1,0.0138959133048036,0.1360367877418214,3413,949,4460.439789041899
strike,Strike in Tripoli - Commander of Hamas's Military Training,critical,34.4367,35.8497,False,4,0,2,3.2815885262069155,1.6502727924763012,72,33,28990.875
strike,Strike on Qa'qaiet El Jisr,high,33.472,35.399,False,4,0,1,0.0867541655434187,-0.5046566907375677,1570,1034,5822.343312101911
strike,Beirut hotel strike,critical,33.882,35.545,False,4,0,2,1.444567048172238,0.1934123231280374,421,295,38910.32779097387
strike,Ait ech Chaab and Yaroun,critical,33.076,35.34,False,4,0,2,-1.2246943747517471,-0.7867530730531069,6609,822,2306.948706309578
strike,Shemustar,critical,34.015,36.009,False,4,0,2,1.8850283003420871,2.411933024728298,271,285,4703.79704797048
strike,Al Mjadel,critical,33.257,35.277,False,4,0,2,-0.6252696631521989,-1.0879746338307408,5989,1249,2735.5742194022373
strike,"Jebchit, Kafr Remman, and university district in Nabatieh Strike Zone",high,33.376,35.48138,False,4,0,1,-0.2311727533160268,-0.1107736403112071,5087,1324,3445.188912915274
strike,Strike Zone Al-Kharaib,high,33.34045,35.29615,False,4,0,1,-0.3489050654561629,-0.9964128419435926,2849,1292,5076.586872586872
strike,Kfarman - University Neighborhood,critical,33.4,35.48,False,4,0,2,-0.1516910236011654,-0.1173718268806437,4579,1287,3652.431753658004
road_closure,"Road Closure: Charles Malek Avenue, Ashrafieh (both directions)",medium,33.8906,35.5187,False,3,0,0,1.4730480013200666,0.0676642747399231,417,291,39202.12709832134
strike,Israeli warplanes strike Beit Yahoun,high,33.16782,35.41908,False,4,0,1,-0.9206105238176566,-0.4086482948579694,7920,1092,2822.4006313131313
strike,Strike in Libbaya,critical,33.568,35.698,False,4,0,2,0.4046810844028408,0.9249503993022572,426,98,3386.981220657277
strike,Qaaqaiyat al-Jisr Strike,critical,33.376,35.457,False,4,0,2,-0.2311727533160268,-0.2273416030375351,5002,1399,3782.957616953219
strike,"Kafrman, Nabatieh Strike Zone",high,33.38733,35.49906,False,4,0,1,-0.1936507534131342,-0.0262403515088589,5204,1229,3340.735972328978
strike,Strike on Kafarman,critical,33.483,35.517,False,4,0,2,0.1231832916627145,0.0595360738935448,2249,934,5633.499777678969
strike,Lubaya,critical,33.54,35.58,False,4,0,2,0.3119523997355103,0.3607576346711447,909,436,5509.9317931793175
strike,Strike in Qa'qaiet El Jisr,critical,33.435,35.589,False,4,0,2,-0.0357801677669847,0.4037892862108067,3834,606,3694.1713615023473
strike,Strike on Qaaqaiet El Jisr,critical,33.475,35.59,False,4,0,2,0.0966893817577764,0.4085705808263473,2669,605,3878.8988385162984
strike,Strike on Qaaqaiet al-Jisr,critical,33.473,35.539,False,4,0,2,0.0900659042815301,0.1647245554349294,2697,903,4827.245457916203
strike,Shahabiya and Abba Strike Zone,medium,33.2401,35.38417,False,4,0,0,-0.6812380478264106,-0.5755632898857134,8422,1585,3283.8300878651153
strike,Strike Zone - Al-Sawana / Zibqin,high,33.23483,35.43743,False,4,0,1,-0.6986909109762847,-0.3209115386632266,7619,1460,3707.333902086888
strike,Al Khiyam,critical,33.393,35.626,False,4,0,2,-0.1748731947679921,0.5806971869849613,4005,595,3558.7278401997505
strike,Hula,critical,33.15,35.539,False,4,0,2,-0.9796257081309402,0.1647245554349294,5191,665,2938.255634752456
strike,Markaba,critical,33.208,35.556,False,4,0,2,-0.787544861320033,0.2460065638987127,5690,722,2976.601757469244
strike,Naval strike on Tripoli,critical,34.4367,35.8497,False,4,0,2,3.2815885262069155,1.6502727924763012,72,33,28990.875
strike,Strike in Loubiyeh,critical,33.529,35.405,False,4,0,2,0.2755232736162145,-0.4759689230444596,1190,897,6643.183193277311
strike,Strike on Libbaya,critical,33.565,35.602,False,4,0,2,0.3947458681884831,0.4659461162125293,658,280,3190.7325227963524
strike,"Shaath, Baalbek District",high,34.13428,36.23377,False,4,0,1,2.280052497024921,3.486624615458235,121,139,3813.0413223140495
road_closure,Road Closure - Corniche el Mazraa,medium,33.879,35.492,False,3,0,0,1.4346318319578804,-0.0599962914944278,420,295,38962.03571428572
strike,Kfar Chouba,critical,33.328,35.698,False,4,0,2,-0.3901362127457261,0.9249503993022572,3301,294,3039.836716146622
strike,Artillery Shelling - Khiam,medium,33.32195,35.60892,False,4,0,0,-0.4101722321113528,0.499032674951917,4949,667,3347.7631844817133
strike,Nabi Shit/Al-Mahmoudiya Strike Zone,medium,33.84082,35.49957,False,4,0,0,1.3081896469365033,-0.0238018912549522,421,295,38910.32779097387
strike,Airstrike in Beit Yahoun,high,33.15,35.4,False,4,0,1,-0.9796257081309402,-0.499875396122061,7774,1063,2824.0133779264215
strike,I'aat/Al-Khader Nabi Sheet Airstrike,high,34.0312,36.18227,False,4,0,1,1.9386784678996087,3.2403879427590807,192,251,3398.7239583333335
road_closure,Road Disruption: Saadiyat Area,medium,33.65,35.4667,False,3,0,0,0.6762436609286093,-0.1809630452670014,300,333,12511.396666666667
strike,Safad al-Batikh area Strike Zone,high,33.19577,35.43898,False,4,0,1,-0.828047426087214,-0.3135005320091658,7216,1136,3046.8967572062083
strike,Strike in Yahmar El Shaqif,high,33.456,35.545,False,4,0,1,0.033766345733519,0.1934123231280374,3597,958,4149.487628579372
strike,Artillery shelling and machine gun fire on Khiam and Tel Nahas,high,33.364,35.617,False,4,0,1,-0.2709136181734575,0.5376655354452993,4690,652,3391.660554371002
strike,Strike in Kafr Shuba outskirts,medium,33.367,35.7,False,4,0,0,-0.2609784019590998,0.9345129885333044,3268,354,3234.048347613219
strike,Strike in Al Majadel,high,33.208,35.366,False,4,0,1,-0.787544861320033,-0.6624394130496616,8496,1428,2999.1347693032017
strike,"Strike on Haret Hreik, near Bahman Hospital",critical,33.844,35.51,False,4,0,2,1.3187209761237233,0.0260670115848961,421,295,38910.32779097387
strike,Israeli Strikes in Beirut and Lebanon's East,critical,33.893,35.502,False,4,0,2,1.4809961742915574,-0.0121833453392251,416,291,39255.033653846156
strike,"Strike in Hazmiyeh, Beirut",critical,33.879,35.539,False,4,0,2,1.4346318319578804,0.1647245554349294,421,295,38910.32779097387
strike,Strikes on Qouzah and Ayta al-Shaab,high,33.109,35.333,False,4,0,1,-1.115406996393813,-0.8202221353617555,7117,953,2529.2433609666996
strike,Israeli strike on Marj Harouf,high,33.204,35.34,False,4,0,1,-0.8007918162725021,-0.7867530730531069,8327,1349,2907.4272847363995
strike,Strike in Jaroud Baalbek-Hermel,high,34.0,36.3,False,4,0,1,1.835352219270299,3.803289757843968,78,113,3739.2051282051284
strike,Israeli attack on southern suburbs of Beirut,critical,33.85,35.51,False,4,0,2,1.3385914085524386,0.0260670115848961,421,295,38910.32779097387
strike,Strikes on Harouf and Arnoun El Shaqif,high,33.36,35.49,False,4,0,1,-0.2841605731259266,-0.0695588807254411,5419,1075,3254.965122716368
strike,Israeli raid on Arnoun,high,33.342,35.539,False,4,0,1,-0.3437718704120726,0.1647245554349294,5480,878,3331.536131386861
strike,Artillery shelling between Al-Qawzah and Ayta al-Shaab,high,33.078,35.334,False,4,0,1,-1.2180708972755008,-0.8154408407462149,6320,771,2238.7321202531643
strike,Intense shelling on Khiam and Tel Nahas,critical,33.364,35.617,False,4,0,2,-0.2709136181734575,0.5376655354452993,4690,652,3391.660554371002
strike,Strike on Jaroud Shemstar,high,34.095,36.082,False,4,0,1,2.1499673993916093,2.7609675316611004,151,200,3215.2119205298013
strike,Shelling on Khiam and Tall Nahas,high,33.361,35.617,False,4,0,1,-0.2808488343878151,0.5376655354452993,4679,652,3389.0489420816416
strike,Strike on Al Majadel,high,33.19,35.36,False,4,0,1,-0.8471561586061791,-0.6911271807427696,8301,1296,2874.7448500180703
strike,"Strike on Yaroun, Arnoun and Maroun al-Ras and Al Majadel",high,33.116,35.419,False,4,0,1,-1.092224825226986,-0.4090307984272303,6731,883,2544.7619967315404
evacuation,Evacuation of Kfarjouz,critical,33.398,35.5,False,1,0,2,-0.1583145010773881,-0.0217459345702724,4813,1163,3380.366507375857
strike,Artillery shelling on Ayta al-Shaab,high,33.047,35.328,False,4,0,1,-1.3207347981572124,-0.8441286084393229,5710,599,2157.498949211909
strike,Drone strike on Hajarouf (Nabatieh),high,33.25,35.45,False,4,0,1,-0.6484518343190255,-0.2608106653461498,6760,1361,3777.8782544378696
strike,Drone strike on Marj Harouf,high,33.25,35.45,False,4,0,1,-0.6484518343190255,-0.2608106653461498,6760,1361,3777.8782544378696
strike,Strike on Marj Harouf,high,33.25,35.45,False,4,0,1,-0.6484518343190255,-0.2608106653461498,6760,1361,3777.8782544378696
strike,Nabatiyeh attacks,high,33.3833,35.4833,False,4,0,1,-0.2069970605277549,-0.1015935546494208,5120,1323,3444.2732421875
